Date,Weekno,Employee_id,Name,Status,Month_Name,Day_Type
2022-04-01,W 14,Atq -411,Nevaeh Waller,WFO,April,Friday
2022-04-01,W 14,Atq -462,Jarvis Singh,WFO,April,Friday
2022-04-01,W 14,Atq -406,Thanos Thakur,WFO,April,Friday
2022-04-01,W 14,Atq -396,Joel Cruz,WFH,April,Friday
2022-04-01,W 14,Atq -443,Lyric Bartlett,WFH,April,Friday
2022-04-01,W 14,Atq -430,Maximus Mckenzie,WFH,April,Friday
2022-04-01,W 14,Atq -382,Gustavo Ritter,WFH,April,Friday
2022-04-01,W 14,Atq -452,Ayanna Atkins,WFH,April,Friday
2022-04-01,W 14,Atq -485,Gregory Carr,WFH,April,Friday
2022-04-01,W 14,Atq -405,Chris Frye,WFH,April,Friday
2022-04-01,W 14,Atq -458,Jessie Carrillo,WO,April,Friday
2022-04-01,W 14,Atq -400,Chad Macias,WO,April,Friday
2022-04-02,W 14,Atq -437,Dallas Weeks,WO,April,Saturday
2022-04-02,W 14,Atq -372,Miley Combs,WO,April,Saturday
2022-04-02,W 14,Atq -369,Greta Horton,WO,April,Saturday
2022-04-02,W 14,Atq -374,Kaley Fitzpatrick,WO,April,Saturday
2022-04-02,W 14,Atq -470,Jovani Pope,WO,April,Saturday
2022-04-02,W 14,Atq -455,Caylee Meadows,WO,April,Saturday
2022-04-02,W 14,Atq -385,Finnegan Gilbert,WO,April,Saturday
2022-04-02,W 14,Atq -387,Konner Henson,WO,April,Saturday
2022-04-02,W 14,Atq -430,Maximus Mckenzie,WO,April,Saturday
2022-04-02,W 14,Atq -443,Andrew Cummings,WO,April,Saturday
2022-04-02,W 14,Atq -461,Josh Sharp,WO,April,Saturday
2022-04-02,W 14,Atq -453,Nehemiah Diaz,WO,April,Saturday
2022-04-02,W 14,Atq -376,Dominique Benjamin,WO,April,Saturday
2022-04-02,W 14,Atq -418,Hillary Kirk,WO,April,Saturday
2022-04-02,W 14,Atq -373,Isiah Small,WO,April,Saturday
2022-04-02,W 14,Atq -382,Gustavo Ritter,WO,April,Saturday
2022-04-02,W 14,Atq -408,Nick Orozco,WO,April,Saturday
2022-04-02,W 14,Atq -418,Marquis Wyatt,WO,April,Saturday
2022-04-02,W 14,Atq -414,Titus Andersen,WO,April,Saturday
2022-04-02,W 14,Atq -403,Will Mahoney,WO,April,Saturday
2022-04-02,W 14,Atq -393,Emma Freeman,WO,April,Saturday
2022-04-02,W 14,Atq -367,Briley Orr,WO,April,Saturday
2022-04-02,W 14,Atq -452,Ayanna Atkins,WO,April,Saturday
2022-04-02,W 14,Atq -485,Gregory Carr,WO,April,Saturday
2022-04-02,W 14,Atq -421,Rylee Mullins,WO,April,Saturday
2022-04-02,W 14,Atq -432,Ryann Guerrero,WO,April,Saturday
2022-04-02,W 14,Atq -484,Demarcus Gordon,WO,April,Saturday
2022-04-02,W 14,Atq -428,Ciara Allison,WO,April,Saturday
2022-04-02,W 14,Atq -467,Esperanza Irwin,WO,April,Saturday
2022-04-02,W 14,Atq -396,Karma Reeves,WO,April,Saturday
2022-04-02,W 14,Atq -472,Cristofer Bernard,WO,April,Saturday
2022-04-02,W 14,Atq -412,Tucker Austin,WO,April,Saturday
2022-04-02,W 14,Atq -398,Salvatore Hendrix,WO,April,Saturday
2022-04-02,W 14,Atq -484,Adyson Moyer,WO,April,Saturday
2022-04-02,W 14,Atq -385,Jase Ingram,WO,April,Saturday
2022-04-02,W 14,Atq -456,Adriel Pace,WO,April,Saturday
2022-04-02,W 14,Atq -375,Kenley Marsh,WO,April,Saturday
2022-04-02,W 14,Atq -475,London Kim,WO,April,Saturday
2022-04-02,W 14,Atq -405,Chris Frye,WO,April,Saturday
2022-04-02,W 14,Atq -426,Roman Colon,WO,April,Saturday
2022-04-02,W 14,Atq -331,Jonah Hamilton,WO,April,Saturday
2022-04-02,W 14,Atq -435,Dean Mclaughlin,WO,April,Saturday
2022-04-02,W 14,Atq -348,Weston Horton,WO,April,Saturday
2022-04-02,W 14,Atq -468,Xiomara Ruiz,WO,April,Saturday
2022-04-02,W 14,Atq -368,Macie Callahan,WO,April,Saturday
2022-04-02,W 14,Atq -475,Rey Novak,WO,April,Saturday
2022-04-02,W 14,Atq -375,Hailee Fitzpatrick,WO,April,Saturday
2022-04-02,W 14,Atq -433,Jayce Fuentes,WO,April,Saturday
2022-04-02,W 14,Atq -370,Ella Roth,WO,April,Saturday
2022-04-02,W 14,Atq -423,Rodrigo Price,WO,April,Saturday
2022-04-02,W 14,Atq -438,Miles Fields,WO,April,Saturday
2022-04-02,W 14,Atq -349,Trystan Ortega,WO,April,Saturday
2022-04-02,W 14,Atq -459,Iris Woodard,WO,April,Saturday
2022-04-02,W 14,Atq -396,Joel Cruz,WO,April,Saturday
2022-04-02,W 14,Atq -393,Janelle Raymond,WO,April,Saturday
2022-04-02,W 14,Atq -419,Faith Hamilton,WO,April,Saturday
2022-04-02,W 14,Atq -446,April Ayers,WO,April,Saturday
2022-04-02,W 14,Atq -334,Boston Morse,WO,April,Saturday
2022-04-02,W 14,Atq -343,Myla Klein,WO,April,Saturday
2022-04-02,W 14,Atq -335,Madelynn Gray,WO,April,Saturday
2022-04-02,W 14,Atq -440,Mckayla Parker,WO,April,Saturday
2022-04-02,W 14,Atq -405,Sofia Solis,WO,April,Saturday
2022-04-02,W 14,Atq -450,Miya Hampton,WO,April,Saturday
2022-04-02,W 14,Atq -467,Cason David,WO,April,Saturday
2022-04-02,W 14,Atq -419,Kaylah Schultz,WO,April,Saturday
2022-04-02,W 14,Atq -443,Lyric Bartlett,WO,April,Saturday
2022-04-02,W 14,Atq -335,Tori Shannon,WO,April,Saturday
2022-04-02,W 14,Atq -397,Grace Stone,WO,April,Saturday
2022-04-02,W 14,Atq -404,Ana Little,WO,April,Saturday
2022-04-02,W 14,Atq -436,Phoenix Brady,WO,April,Saturday
2022-04-02,W 14,Atq -441,Loki Lal,WO,April,Saturday
2022-04-02,W 14,Atq -366,Peter Pandey,WO,April,Saturday
2022-04-02,W 14,Atq -438,Mekhi Singleton,WO,April,Saturday
2022-04-02,W 14,Atq -398,Bo Cordova,WO,April,Saturday
2022-04-02,W 14,Atq -411,Nevaeh Waller,WO,April,Saturday
2022-04-02,W 14,Atq -462,Jarvis Singh,WO,April,Saturday
2022-04-02,W 14,Atq -406,Thanos Thakur,WO,April,Saturday
2022-04-02,W 15,Atq -472,Cristofer Bernard,WO,April,Saturday
2022-04-02,W 15,Atq -412,Tucker Austin,WO,April,Saturday
2022-04-02,W 15,Atq -398,Salvatore Hendrix,WO,April,Saturday
2022-04-02,W 15,Atq -484,Adyson Moyer,WO,April,Saturday
2022-04-03,W 15,Atq -385,Jase Ingram,WO,April,Sunday
2022-04-03,W 15,Atq -456,Adriel Pace,WO,April,Sunday
2022-04-03,W 15,Atq -375,Kenley Marsh,WO,April,Sunday
2022-04-03,W 15,Atq -475,London Kim,WO,April,Sunday
2022-04-03,W 15,Atq -405,Chris Frye,WO,April,Sunday
2022-04-03,W 15,Atq -426,Roman Colon,WO,April,Sunday
2022-04-03,W 15,Atq -331,Jonah Hamilton,WO,April,Sunday
2022-04-03,W 15,Atq -435,Dean Mclaughlin,WO,April,Sunday
2022-04-03,W 15,Atq -348,Weston Horton,WO,April,Sunday
2022-04-03,W 15,Atq -468,Xiomara Ruiz,WO,April,Sunday
2022-04-03,W 15,Atq -368,Macie Callahan,WO,April,Sunday
2022-04-03,W 15,Atq -475,Rey Novak,WO,April,Sunday
2022-04-03,W 15,Atq -375,Hailee Fitzpatrick,WO,April,Sunday
2022-04-03,W 15,Atq -433,Jayce Fuentes,WO,April,Sunday
2022-04-03,W 15,Atq -370,Ella Roth,WO,April,Sunday
2022-04-03,W 15,Atq -423,Rodrigo Price,WO,April,Sunday
2022-04-03,W 15,Atq -438,Miles Fields,WO,April,Sunday
2022-04-03,W 15,Atq -349,Trystan Ortega,WO,April,Sunday
2022-04-03,W 15,Atq -459,Iris Woodard,WO,April,Sunday
2022-04-03,W 15,Atq -396,Joel Cruz,WO,April,Sunday
2022-04-03,W 15,Atq -393,Janelle Raymond,WO,April,Sunday
2022-04-03,W 15,Atq -419,Faith Hamilton,WO,April,Sunday
2022-04-03,W 15,Atq -446,April Ayers,WO,April,Sunday
2022-04-03,W 15,Atq -334,Boston Morse,WO,April,Sunday
2022-04-03,W 15,Atq -343,Myla Klein,WO,April,Sunday
2022-04-03,W 15,Atq -335,Madelynn Gray,WO,April,Sunday
2022-04-03,W 15,Atq -440,Mckayla Parker,WO,April,Sunday
2022-04-03,W 15,Atq -405,Sofia Solis,WO,April,Sunday
2022-04-03,W 15,Atq -450,Miya Hampton,WO,April,Sunday
2022-04-03,W 15,Atq -467,Cason David,WO,April,Sunday
2022-04-03,W 15,Atq -419,Kaylah Schultz,WO,April,Sunday
2022-04-03,W 15,Atq -443,Lyric Bartlett,WO,April,Sunday
2022-04-03,W 15,Atq -335,Tori Shannon,WO,April,Sunday
2022-04-03,W 15,Atq -397,Grace Stone,WO,April,Sunday
2022-04-03,W 15,Atq -404,Ana Little,WO,April,Sunday
2022-04-03,W 15,Atq -436,Phoenix Brady,WO,April,Sunday
2022-04-03,W 15,Atq -441,Loki Lal,WO,April,Sunday
2022-04-03,W 15,Atq -366,Peter Pandey,WO,April,Sunday
2022-04-03,W 15,Atq -438,Mekhi Singleton,WO,April,Sunday
2022-04-03,W 15,Atq -398,Bo Cordova,WO,April,Sunday
2022-04-03,W 15,Atq -411,Nevaeh Waller,WO,April,Sunday
2022-04-03,W 15,Atq -462,Jarvis Singh,WO,April,Sunday
2022-04-03,W 15,Atq -406,Thanos Thakur,WO,April,Sunday
2022-04-03,W 15,Atq -458,Jessie Carrillo,WO,April,Sunday
2022-04-03,W 15,Atq -400,Chad Macias,WO,April,Sunday
2022-04-03,W 15,Atq -437,Dallas Weeks,WO,April,Sunday
2022-04-03,W 15,Atq -372,Miley Combs,WO,April,Sunday
2022-04-03,W 15,Atq -369,Greta Horton,WO,April,Sunday
2022-04-03,W 15,Atq -374,Kaley Fitzpatrick,WO,April,Sunday
2022-04-03,W 15,Atq -470,Jovani Pope,WO,April,Sunday
2022-04-03,W 15,Atq -455,Caylee Meadows,WO,April,Sunday
2022-04-03,W 15,Atq -385,Finnegan Gilbert,WO,April,Sunday
2022-04-03,W 15,Atq -387,Konner Henson,WO,April,Sunday
2022-04-03,W 15,Atq -430,Maximus Mckenzie,WO,April,Sunday
2022-04-03,W 15,Atq -443,Andrew Cummings,WO,April,Sunday
2022-04-03,W 15,Atq -461,Josh Sharp,WO,April,Sunday
2022-04-03,W 15,Atq -453,Nehemiah Diaz,WO,April,Sunday
2022-04-03,W 15,Atq -376,Dominique Benjamin,WO,April,Sunday
2022-04-03,W 15,Atq -418,Hillary Kirk,WO,April,Sunday
2022-04-03,W 15,Atq -373,Isiah Small,WO,April,Sunday
2022-04-03,W 15,Atq -382,Gustavo Ritter,WO,April,Sunday
2022-04-03,W 15,Atq -408,Nick Orozco,WO,April,Sunday
2022-04-03,W 15,Atq -418,Marquis Wyatt,WO,April,Sunday
2022-04-03,W 15,Atq -414,Titus Andersen,WO,April,Sunday
2022-04-03,W 15,Atq -403,Will Mahoney,WO,April,Sunday
2022-04-03,W 15,Atq -393,Emma Freeman,WO,April,Sunday
2022-04-03,W 15,Atq -367,Briley Orr,WO,April,Sunday
2022-04-03,W 15,Atq -452,Ayanna Atkins,WO,April,Sunday
2022-04-03,W 15,Atq -485,Gregory Carr,WO,April,Sunday
2022-04-03,W 15,Atq -421,Rylee Mullins,WO,April,Sunday
2022-04-03,W 15,Atq -432,Ryann Guerrero,WO,April,Sunday
2022-04-03,W 15,Atq -484,Demarcus Gordon,WO,April,Sunday
2022-04-03,W 15,Atq -428,Ciara Allison,WO,April,Sunday
2022-04-03,W 15,Atq -467,Esperanza Irwin,WO,April,Sunday
2022-04-03,W 15,Atq -396,Karma Reeves,WO,April,Sunday
2022-04-03,W 15,Atq -458,Jessie Carrillo,WFO,April,Sunday
2022-04-03,W 15,Atq -400,Chad Macias,WFO,April,Sunday
2022-04-03,W 15,Atq -437,Dallas Weeks,WFO,April,Sunday
2022-04-03,W 15,Atq -372,Miley Combs,WFO,April,Sunday
2022-04-03,W 15,Atq -369,Greta Horton,WFO,April,Sunday
2022-04-04,W 15,Atq -374,Kaley Fitzpatrick,WFO,April,Monday
2022-04-04,W 15,Atq -470,Jovani Pope,WFO,April,Monday
2022-04-04,W 15,Atq -455,Caylee Meadows,WFO,April,Monday
2022-04-04,W 15,Atq -385,Finnegan Gilbert,WFO,April,Monday
2022-04-04,W 15,Atq -387,Konner Henson,WFO,April,Monday
2022-04-04,W 15,Atq -443,Andrew Cummings,WFO,April,Monday
2022-04-04,W 15,Atq -453,Nehemiah Diaz,WFO,April,Monday
2022-04-04,W 15,Atq -376,Dominique Benjamin,WFO,April,Monday
2022-04-04,W 15,Atq -418,Hillary Kirk,WFO,April,Monday
2022-04-04,W 15,Atq -373,Isiah Small,WFO,April,Monday
2022-04-04,W 15,Atq -408,Nick Orozco,WFO,April,Monday
2022-04-04,W 15,Atq -418,Marquis Wyatt,WFO,April,Monday
2022-04-04,W 15,Atq -414,Titus Andersen,WFO,April,Monday
2022-04-04,W 15,Atq -403,Will Mahoney,WFO,April,Monday
2022-04-04,W 15,Atq -367,Briley Orr,WFO,April,Monday
2022-04-04,W 15,Atq -452,Ayanna Atkins,WFO,April,Monday
2022-04-04,W 15,Atq -421,Rylee Mullins,WFO,April,Monday
2022-04-04,W 15,Atq -432,Ryann Guerrero,WFO,April,Monday
2022-04-04,W 15,Atq -484,Demarcus Gordon,WFO,April,Monday
2022-04-04,W 15,Atq -428,Ciara Allison,WFO,April,Monday
2022-04-04,W 15,Atq -467,Esperanza Irwin,WFO,April,Monday
2022-04-04,W 15,Atq -396,Karma Reeves,WFO,April,Monday
2022-04-04,W 15,Atq -472,Cristofer Bernard,WFO,April,Monday
2022-04-04,W 15,Atq -412,Tucker Austin,WFO,April,Monday
2022-04-04,W 15,Atq -398,Salvatore Hendrix,WFO,April,Monday
2022-04-04,W 15,Atq -484,Adyson Moyer,WFO,April,Monday
2022-04-04,W 15,Atq -456,Adriel Pace,WFO,April,Monday
2022-04-04,W 15,Atq -375,Kenley Marsh,WFO,April,Monday
2022-04-04,W 15,Atq -475,London Kim,WFO,April,Monday
2022-04-04,W 15,Atq -405,Chris Frye,WFO,April,Monday
2022-04-04,W 15,Atq -426,Roman Colon,WFO,April,Monday
2022-04-04,W 15,Atq -435,Dean Mclaughlin,WFO,April,Monday
2022-04-04,W 15,Atq -348,Weston Horton,WFO,April,Monday
2022-04-04,W 15,Atq -468,Xiomara Ruiz,WFO,April,Monday
2022-04-04,W 15,Atq -368,Macie Callahan,WFO,April,Monday
2022-04-04,W 15,Atq -475,Rey Novak,WFO,April,Monday
2022-04-04,W 15,Atq -375,Hailee Fitzpatrick,WFO,April,Monday
2022-04-04,W 15,Atq -433,Jayce Fuentes,WFO,April,Monday
2022-04-04,W 15,Atq -370,Ella Roth,WFO,April,Monday
2022-04-04,W 15,Atq -423,Rodrigo Price,WFO,April,Monday
2022-04-04,W 15,Atq -438,Miles Fields,WFO,April,Monday
2022-04-04,W 15,Atq -349,Trystan Ortega,WFO,April,Monday
2022-04-04,W 15,Atq -459,Iris Woodard,WFO,April,Monday
2022-04-04,W 15,Atq -393,Janelle Raymond,WFO,April,Monday
2022-04-04,W 15,Atq -419,Faith Hamilton,WFO,April,Monday
2022-04-04,W 15,Atq -446,April Ayers,WFO,April,Monday
2022-04-04,W 15,Atq -334,Boston Morse,WFO,April,Monday
2022-04-04,W 15,Atq -343,Myla Klein,WFO,April,Monday
2022-04-04,W 15,Atq -335,Madelynn Gray,WFO,April,Monday
2022-04-04,W 15,Atq -440,Mckayla Parker,WFO,April,Monday
2022-04-04,W 15,Atq -405,Sofia Solis,WFO,April,Monday
2022-04-04,W 15,Atq -450,Miya Hampton,WFO,April,Monday
2022-04-04,W 15,Atq -419,Kaylah Schultz,WFO,April,Monday
2022-04-04,W 15,Atq -443,Lyric Bartlett,WFO,April,Monday
2022-04-04,W 15,Atq -335,Tori Shannon,WFO,April,Monday
2022-04-04,W 15,Atq -397,Grace Stone,WFO,April,Monday
2022-04-04,W 15,Atq -404,Ana Little,WFO,April,Monday
2022-04-04,W 15,Atq -436,Phoenix Brady,WFO,April,Monday
2022-04-04,W 15,Atq -441,Loki Lal,WFO,April,Monday
2022-04-04,W 15,Atq -366,Peter Pandey,WFO,April,Monday
2022-04-04,W 15,Atq -438,Mekhi Singleton,WFO,April,Monday
2022-04-04,W 15,Atq -398,Bo Cordova,WFO,April,Monday
2022-04-04,W 15,Atq -462,Jarvis Singh,WFO,April,Monday
2022-04-04,W 15,Atq -406,Thanos Thakur,WFO,April,Monday
2022-04-04,W 15,Atq -396,Joel Cruz,WFH,April,Monday
2022-04-04,W 15,Atq -411,Nevaeh Waller,WFH,April,Monday
2022-04-04,W 15,Atq -430,Maximus Mckenzie,WFH,April,Monday
2022-04-04,W 15,Atq -382,Gustavo Ritter,WFH,April,Monday
2022-04-04,W 15,Atq -393,Emma Freeman,WFH,April,Monday
2022-04-04,W 15,Atq -485,Gregory Carr,WFH,April,Monday
2022-04-04,W 15,Atq -331,Jonah Hamilton,WFH,April,Monday
2022-04-04,W 15,Atq -458,Jessie Carrillo,WFO,April,Monday
2022-04-04,W 15,Atq -400,Chad Macias,WFO,April,Monday
2022-04-04,W 15,Atq -437,Dallas Weeks,WFO,April,Monday
2022-04-04,W 15,Atq -372,Miley Combs,WFO,April,Monday
2022-04-04,W 15,Atq -369,Greta Horton,WFO,April,Monday
2022-04-05,W 15,Atq -374,Kaley Fitzpatrick,WFO,April,Tuesday
2022-04-05,W 15,Atq -470,Jovani Pope,WFO,April,Tuesday
2022-04-05,W 15,Atq -455,Caylee Meadows,WFO,April,Tuesday
2022-04-05,W 15,Atq -385,Finnegan Gilbert,WFO,April,Tuesday
2022-04-05,W 15,Atq -387,Konner Henson,WFO,April,Tuesday
2022-04-05,W 15,Atq -443,Andrew Cummings,WFO,April,Tuesday
2022-04-05,W 15,Atq -453,Nehemiah Diaz,WFO,April,Tuesday
2022-04-05,W 15,Atq -376,Dominique Benjamin,WFO,April,Tuesday
2022-04-05,W 15,Atq -418,Hillary Kirk,WFO,April,Tuesday
2022-04-05,W 15,Atq -373,Isiah Small,WFO,April,Tuesday
2022-04-05,W 15,Atq -408,Nick Orozco,WFO,April,Tuesday
2022-04-05,W 15,Atq -418,Marquis Wyatt,WFO,April,Tuesday
2022-04-05,W 15,Atq -414,Titus Andersen,WFO,April,Tuesday
2022-04-05,W 15,Atq -403,Will Mahoney,WFO,April,Tuesday
2022-04-05,W 15,Atq -367,Briley Orr,WFO,April,Tuesday
2022-04-05,W 15,Atq -452,Ayanna Atkins,WFO,April,Tuesday
2022-04-05,W 15,Atq -421,Rylee Mullins,WFO,April,Tuesday
2022-04-05,W 15,Atq -432,Ryann Guerrero,WFO,April,Tuesday
2022-04-05,W 15,Atq -484,Demarcus Gordon,WFO,April,Tuesday
2022-04-05,W 15,Atq -428,Ciara Allison,WFO,April,Tuesday
2022-04-05,W 15,Atq -467,Esperanza Irwin,WFO,April,Tuesday
2022-04-05,W 15,Atq -396,Karma Reeves,WFO,April,Tuesday
2022-04-05,W 15,Atq -472,Cristofer Bernard,WFO,April,Tuesday
2022-04-05,W 15,Atq -412,Tucker Austin,WFO,April,Tuesday
2022-04-05,W 15,Atq -398,Salvatore Hendrix,WFO,April,Tuesday
2022-04-05,W 15,Atq -484,Adyson Moyer,WFO,April,Tuesday
2022-04-05,W 15,Atq -385,Jase Ingram,WFO,April,Tuesday
2022-04-05,W 15,Atq -456,Adriel Pace,WFO,April,Tuesday
2022-04-05,W 15,Atq -375,Kenley Marsh,WFO,April,Tuesday
2022-04-05,W 15,Atq -475,London Kim,WFO,April,Tuesday
2022-04-05,W 15,Atq -426,Roman Colon,WFO,April,Tuesday
2022-04-05,W 15,Atq -435,Dean Mclaughlin,WFO,April,Tuesday
2022-04-05,W 15,Atq -348,Weston Horton,WFO,April,Tuesday
2022-04-05,W 15,Atq -468,Xiomara Ruiz,WFO,April,Tuesday
2022-04-05,W 15,Atq -368,Macie Callahan,WFO,April,Tuesday
2022-04-05,W 15,Atq -475,Rey Novak,WFO,April,Tuesday
2022-04-05,W 15,Atq -433,Jayce Fuentes,WFO,April,Tuesday
2022-04-05,W 15,Atq -370,Ella Roth,WFO,April,Tuesday
2022-04-05,W 15,Atq -423,Rodrigo Price,WFO,April,Tuesday
2022-04-05,W 15,Atq -438,Miles Fields,WFO,April,Tuesday
2022-04-05,W 15,Atq -349,Trystan Ortega,WFO,April,Tuesday
2022-04-05,W 15,Atq -459,Iris Woodard,WFO,April,Tuesday
2022-04-05,W 15,Atq -393,Janelle Raymond,WFO,April,Tuesday
2022-04-05,W 15,Atq -419,Faith Hamilton,WFO,April,Tuesday
2022-04-05,W 15,Atq -446,April Ayers,WFO,April,Tuesday
2022-04-05,W 15,Atq -334,Boston Morse,WFO,April,Tuesday
2022-04-05,W 15,Atq -343,Myla Klein,WFO,April,Tuesday
2022-04-05,W 15,Atq -335,Madelynn Gray,WFO,April,Tuesday
2022-04-05,W 15,Atq -440,Mckayla Parker,WFO,April,Tuesday
2022-04-05,W 15,Atq -405,Sofia Solis,WFO,April,Tuesday
2022-04-05,W 15,Atq -450,Miya Hampton,WFO,April,Tuesday
2022-04-05,W 15,Atq -467,Cason David,WFO,April,Tuesday
2022-04-05,W 15,Atq -419,Kaylah Schultz,WFO,April,Tuesday
2022-04-05,W 15,Atq -443,Lyric Bartlett,WFO,April,Tuesday
2022-04-05,W 15,Atq -335,Tori Shannon,WFO,April,Tuesday
2022-04-05,W 15,Atq -397,Grace Stone,WFO,April,Tuesday
2022-04-05,W 15,Atq -436,Phoenix Brady,WFO,April,Tuesday
2022-04-05,W 15,Atq -441,Loki Lal,WFO,April,Tuesday
2022-04-05,W 15,Atq -366,Peter Pandey,WFO,April,Tuesday
2022-04-05,W 15,Atq -438,Mekhi Singleton,WFO,April,Tuesday
2022-04-05,W 15,Atq -398,Bo Cordova,WFO,April,Tuesday
2022-04-05,W 15,Atq -411,Nevaeh Waller,WFO,April,Tuesday
2022-04-05,W 15,Atq -462,Jarvis Singh,WFO,April,Tuesday
2022-04-05,W 15,Atq -406,Thanos Thakur,WFO,April,Tuesday
2022-04-05,W 15,Atq -396,Joel Cruz,WFH,April,Tuesday
2022-04-05,W 15,Atq -375,Hailee Fitzpatrick,ML,April,Tuesday
2022-04-05,W 15,Atq -430,Maximus Mckenzie,WFH,April,Tuesday
2022-04-05,W 15,Atq -382,Gustavo Ritter,WFH,April,Tuesday
2022-04-05,W 15,Atq -393,Emma Freeman,WFH,April,Tuesday
2022-04-05,W 15,Atq -485,Gregory Carr,WFH,April,Tuesday
2022-04-05,W 15,Atq -405,Chris Frye,WFH,April,Tuesday
2022-04-05,W 15,Atq -331,Jonah Hamilton,WFH,April,Tuesday
2022-04-05,W 15,Atq -458,Jessie Carrillo,WFO,April,Tuesday
2022-04-05,W 15,Atq -437,Dallas Weeks,WFO,April,Tuesday
